"Parámetro","Fecha","Hora","Valor","Unidad"
"CO","2019-12-16","8:00 - 9:00","3.60","ppm"
"CO","2019-12-16","9:00 - 10:00","2.30","ppm"
"CO","2019-12-16","10:00 - 11:00","1.60","ppm"
"CO","2019-12-16","11:00 - 12:00","1.10","ppm"
"CO","2019-12-16","12:00 - 13:00","0.90","ppm"
"CO","2019-12-16","13:00 - 14:00","0.90","ppm"
"CO","2019-12-16","14:00 - 15:00","0.90","ppm"
"CO","2019-12-16","15:00 - 16:00","0.80","ppm"
"CO","2019-12-16","16:00 - 17:00","0.80","ppm"
"CO","2019-12-16","17:00 - 18:00","1.00","ppm"
"CO","2019-12-16","18:00 - 19:00","1.00","ppm"
"CO","2019-12-16","19:00 - 20:00","1.10","ppm"
"CO","2019-12-16","20:00 - 21:00","1.10","ppm"
"CO","2019-12-16","21:00 - 22:00","1.00","ppm"
"CO","2019-12-16","22:00 - 23:00","1.40","ppm"
"CO","2019-12-17","23:00 - 0:00","1.20","ppm"
"CO","2019-12-17","0:00 - 1:00","1.30","ppm"
"CO","2019-12-17","1:00 - 2:00","1.10","ppm"
"CO","2019-12-17","2:00 - 3:00","1.00","ppm"
"CO","2019-12-17","3:00 - 4:00","1.00","ppm"
"CO","2019-12-17","4:00 - 5:00","1.30","ppm"
"CO","2019-12-17","5:00 - 6:00","1.70","ppm"
"CO","2019-12-17","6:00 - 7:00","2.10","ppm"
"CO","2019-12-17","7:00 - 8:00","2.80","ppm"
"CO","2019-12-17","8:00 - 9:00","2.60","ppm"
"CO","2019-12-17","9:00 - 10:00","1.70","ppm"
"CO","2019-12-17","14:00 - 15:00","1.00","ppm"
"CO","2019-12-17","15:00 - 16:00","0.70","ppm"
"CO","2019-12-17","16:00 - 17:00","0.70","ppm"
"CO","2019-12-17","17:00 - 18:00","0.80","ppm"
"CO","2019-12-17","18:00 - 19:00","0.90","ppm"
"CO","2019-12-17","19:00 - 20:00","1.10","ppm"
"CO","2019-12-17","20:00 - 21:00","1.10","ppm"
"CO","2019-12-17","21:00 - 22:00","1.10","ppm"
"CO","2019-12-17","22:00 - 23:00","1.10","ppm"
"CO","2019-12-18","23:00 - 0:00","1.00","ppm"
"CO","2019-12-18","0:00 - 1:00","1.00","ppm"
"CO","2019-12-18","1:00 - 2:00","0.80","ppm"
"CO","2019-12-18","2:00 - 3:00","0.80","ppm"
"CO","2019-12-18","3:00 - 4:00","0.70","ppm"
"CO","2019-12-18","4:00 - 5:00","0.60","ppm"
"CO","2019-12-18","5:00 - 6:00","0.70","ppm"
"CO","2019-12-18","6:00 - 7:00","0.80","ppm"
"CO","2019-12-18","7:00 - 8:00","1.10","ppm"
"CO","2019-12-18","8:00 - 9:00","1.30","ppm"
"CO","2019-12-18","9:00 - 10:00","1.30","ppm"
"CO","2019-12-18","10:00 - 11:00","1.30","ppm"
"CO","2019-12-18","11:00 - 12:00","1.20","ppm"
"CO","2019-12-18","12:00 - 13:00","1.30","ppm"
"CO","2019-12-18","13:00 - 14:00","1.30","ppm"
"CO","2019-12-18","14:00 - 15:00","1.00","ppm"
"CO","2019-12-18","15:00 - 16:00","1.00","ppm"
"CO","2019-12-18","16:00 - 17:00","1.20","ppm"
"CO","2019-12-18","17:00 - 18:00","1.40","ppm"
"CO","2019-12-18","18:00 - 19:00","1.80","ppm"
"CO","2019-12-18","19:00 - 20:00","1.80","ppm"
"CO","2019-12-18","20:00 - 21:00","1.70","ppm"
"CO","2019-12-18","21:00 - 22:00","1.40","ppm"
"CO","2019-12-18","22:00 - 23:00","1.30","ppm"
"CO","2019-12-19","23:00 - 0:00","1.40","ppm"
"CO","2019-12-19","0:00 - 1:00","1.50","ppm"
"CO","2019-12-19","1:00 - 2:00","1.10","ppm"
"CO","2019-12-19","2:00 - 3:00","1.10","ppm"
"CO","2019-12-19","3:00 - 4:00","1.00","ppm"
"CO","2019-12-19","4:00 - 5:00","1.20","ppm"
"CO","2019-12-19","5:00 - 6:00","1.40","ppm"
"CO","2019-12-19","6:00 - 7:00","1.90","ppm"
"CO","2019-12-19","7:00 - 8:00","2.50","ppm"
"CO","2019-12-19","8:00 - 9:00","3.00","ppm"
"CO","2019-12-19","9:00 - 10:00","2.60","ppm"
"CO","2019-12-19","10:00 - 11:00","2.30","ppm"
"CO","2019-12-19","11:00 - 12:00","1.90","ppm"
"CO","2019-12-19","12:00 - 13:00","1.40","ppm"
"CO","2019-12-19","13:00 - 14:00","1.00","ppm"
"CO","2019-12-19","14:00 - 15:00","0.80","ppm"
"CO","2019-12-19","15:00 - 16:00","1.00","ppm"
"CO","2019-12-19","16:00 - 17:00","1.00","ppm"
"CO","2019-12-19","17:00 - 18:00","1.00","ppm"
"CO","2019-12-19","18:00 - 19:00","1.00","ppm"
"CO","2019-12-19","19:00 - 20:00","1.00","ppm"
"CO","2019-12-19","20:00 - 21:00","1.00","ppm"
"CO","2019-12-19","21:00 - 22:00","1.20","ppm"
"CO","2019-12-19","22:00 - 23:00","1.90","ppm"
"CO","2019-12-20","23:00 - 0:00","1.70","ppm"
"CO","2019-12-20","0:00 - 1:00","1.80","ppm"
"CO","2019-12-20","1:00 - 2:00","1.30","ppm"
"CO","2019-12-20","2:00 - 3:00","1.00","ppm"
