"Parámetro","Fecha","Hora","Valor","Unidad"
"NO2","2019-12-17","20:00 - 21:00","0.038","ppm"
"NO2","2019-12-17","21:00 - 22:00","0.026","ppm"
"NO2","2019-12-17","22:00 - 23:00","0.031","ppm"
"NO2","2019-12-18","23:00 - 0:00","0.026","ppm"
"NO2","2019-12-18","0:00 - 1:00","0.028","ppm"
"NO2","2019-12-18","1:00 - 2:00","0.025","ppm"
"NO2","2019-12-18","2:00 - 3:00","0.025","ppm"
"NO2","2019-12-18","3:00 - 4:00","0.023","ppm"
"NO2","2019-12-18","4:00 - 5:00","0.022","ppm"
"NO2","2019-12-18","7:00 - 8:00","0.025","ppm"
"NO2","2019-12-18","8:00 - 9:00","0.026","ppm"
"NO2","2019-12-18","9:00 - 10:00","0.029","ppm"
"NO2","2019-12-18","10:00 - 11:00","0.029","ppm"
"NO2","2019-12-18","11:00 - 12:00","0.032","ppm"
"NO2","2019-12-18","12:00 - 13:00","0.041","ppm"
"NO2","2019-12-18","13:00 - 14:00","0.041","ppm"
"NO2","2019-12-18","14:00 - 15:00","0.035","ppm"
"NO2","2019-12-18","15:00 - 16:00","0.036","ppm"
"NO2","2019-12-18","16:00 - 17:00","0.039","ppm"
"NO2","2019-12-18","17:00 - 18:00","0.048","ppm"
"NO2","2019-12-18","18:00 - 19:00","0.077","ppm"
"NO2","2019-12-18","19:00 - 20:00","0.059","ppm"
"NO2","2019-12-18","20:00 - 21:00","0.058","ppm"
"NO2","2019-12-18","21:00 - 22:00","0.050","ppm"
"NO2","2019-12-18","22:00 - 23:00","0.044","ppm"
"NO2","2019-12-19","23:00 - 0:00","0.041","ppm"
"NO2","2019-12-19","0:00 - 1:00","0.039","ppm"
"NO2","2019-12-19","1:00 - 2:00","0.037","ppm"
"NO2","2019-12-19","2:00 - 3:00","0.035","ppm"
"NO2","2019-12-19","3:00 - 4:00","0.033","ppm"
"NO2","2019-12-19","4:00 - 5:00","0.031","ppm"
"NO2","2019-12-19","5:00 - 6:00","0.031","ppm"
"NO2","2019-12-19","6:00 - 7:00","0.031","ppm"
"NO2","2019-12-19","7:00 - 8:00","0.030","ppm"
"NO2","2019-12-19","8:00 - 9:00","0.036","ppm"
"NO2","2019-12-19","9:00 - 10:00","0.038","ppm"
"NO2","2019-12-19","10:00 - 11:00","0.047","ppm"
"NO2","2019-12-19","11:00 - 12:00","0.056","ppm"
"NO2","2019-12-19","12:00 - 13:00","0.055","ppm"
"NO2","2019-12-19","13:00 - 14:00","0.032","ppm"
"NO2","2019-12-19","14:00 - 15:00","0.033","ppm"
"NO2","2019-12-19","15:00 - 16:00","0.028","ppm"
"NO2","2019-12-19","16:00 - 17:00","0.028","ppm"
"NO2","2019-12-19","17:00 - 18:00","0.033","ppm"
"NO2","2019-12-19","18:00 - 19:00","0.052","ppm"
"NO2","2019-12-19","19:00 - 20:00","0.060","ppm"
"NO2","2019-12-19","20:00 - 21:00","0.054","ppm"
"NO2","2019-12-19","21:00 - 22:00","0.051","ppm"
"NO2","2019-12-19","22:00 - 23:00","0.037","ppm"
"NO2","2019-12-20","23:00 - 0:00","0.029","ppm"
"NO2","2019-12-20","0:00 - 1:00","0.023","ppm"
"NO2","2019-12-20","1:00 - 2:00","0.038","ppm"
"NO2","2019-12-20","2:00 - 3:00","0.019","ppm"
"NO2","2019-12-20","3:00 - 4:00","0.014","ppm"
"NO2","2019-12-20","4:00 - 5:00","0.015","ppm"
"NO2","2019-12-20","5:00 - 6:00","0.015","ppm"
"NO2","2019-12-20","6:00 - 7:00","0.034","ppm"
"NO2","2019-12-20","7:00 - 8:00","0.036","ppm"
"NO2","2019-12-20","8:00 - 9:00","0.040","ppm"
"NO2","2019-12-20","9:00 - 10:00","0.054","ppm"
"NO2","2019-12-20","10:00 - 11:00","0.056","ppm"
"NO2","2019-12-20","11:00 - 12:00","0.070","ppm"
"NO2","2019-12-20","12:00 - 13:00","0.075","ppm"
"NO2","2019-12-20","13:00 - 14:00","0.071","ppm"
"NO2","2019-12-20","14:00 - 15:00","0.065","ppm"
"NO2","2019-12-20","15:00 - 16:00","0.059","ppm"
"NO2","2019-12-20","18:00 - 19:00","0.072","ppm"
"NO2","2019-12-20","19:00 - 20:00","0.054","ppm"
"NO2","2019-12-20","20:00 - 21:00","0.032","ppm"
"NO2","2019-12-20","21:00 - 22:00","0.044","ppm"
"NO2","2019-12-20","22:00 - 23:00","0.044","ppm"
"NO2","2019-12-21","3:00 - 4:00","0.012","ppm"
"NO2","2019-12-21","4:00 - 5:00","0.013","ppm"
"NO2","2019-12-21","5:00 - 6:00","0.015","ppm"
"NO2","2019-12-21","6:00 - 7:00","0.019","ppm"
"NO2","2019-12-21","7:00 - 8:00","0.023","ppm"
"NO2","2019-12-21","8:00 - 9:00","0.025","ppm"
"NO2","2019-12-21","9:00 - 10:00","0.032","ppm"
"NO2","2019-12-21","10:00 - 11:00","0.039","ppm"
"NO2","2019-12-21","11:00 - 12:00","0.044","ppm"
"NO2","2019-12-21","12:00 - 13:00","0.051","ppm"
"NO2","2019-12-21","13:00 - 14:00","0.053","ppm"
"NO2","2019-12-21","14:00 - 15:00","0.047","ppm"
"NO2","2019-12-21","15:00 - 16:00","0.029","ppm"
"NO2","2019-12-21","16:00 - 17:00","0.006","ppm"
"NO2","2019-12-21","17:00 - 18:00","0.020","ppm"
"NO2","2019-12-21","18:00 - 19:00","0.038","ppm"
"NO2","2019-12-21","19:00 - 20:00","0.023","ppm"
"NO2","2019-12-21","20:00 - 21:00","0.019","ppm"
"NO2","2019-12-21","21:00 - 22:00","0.018","ppm"
"NO2","2019-12-21","22:00 - 23:00","0.022","ppm"
"NO2","2019-12-22","23:00 - 0:00","0.023","ppm"
"NO2","2019-12-22","0:00 - 1:00","0.024","ppm"
"NO2","2019-12-22","1:00 - 2:00","0.023","ppm"
"NO2","2019-12-22","2:00 - 3:00","0.023","ppm"
"NO2","2019-12-22","3:00 - 4:00","0.022","ppm"
"NO2","2019-12-22","4:00 - 5:00","0.018","ppm"
"NO2","2019-12-22","5:00 - 6:00","0.015","ppm"
"NO2","2019-12-22","6:00 - 7:00","0.021","ppm"
"NO2","2019-12-22","7:00 - 8:00","0.021","ppm"
"NO2","2019-12-22","8:00 - 9:00","0.016","ppm"
"NO2","2019-12-22","10:00 - 11:00","0.020","ppm"
"NO2","2019-12-22","11:00 - 12:00","0.022","ppm"
"NO2","2019-12-22","12:00 - 13:00","0.021","ppm"
"NO2","2019-12-22","13:00 - 14:00","0.022","ppm"
"NO2","2019-12-22","14:00 - 15:00","0.023","ppm"
"NO2","2019-12-22","15:00 - 16:00","0.023","ppm"
"NO2","2019-12-22","16:00 - 17:00","0.024","ppm"
"NO2","2019-12-22","17:00 - 18:00","0.026","ppm"
"NO2","2019-12-22","18:00 - 19:00","0.035","ppm"
"NO2","2019-12-22","19:00 - 20:00","0.027","ppm"
"NO2","2019-12-22","20:00 - 21:00","0.025","ppm"
"NO2","2019-12-22","21:00 - 22:00","0.022","ppm"
"NO2","2019-12-22","22:00 - 23:00","0.021","ppm"
"NO2","2019-12-23","23:00 - 0:00","0.025","ppm"
"NO2","2019-12-23","0:00 - 1:00","0.021","ppm"
"NO2","2019-12-23","1:00 - 2:00","0.012","ppm"
"NO2","2019-12-23","2:00 - 3:00","0.011","ppm"
"NO2","2019-12-23","3:00 - 4:00","0.012","ppm"
"NO2","2019-12-23","4:00 - 5:00","0.014","ppm"
"NO2","2019-12-23","5:00 - 6:00","0.015","ppm"
"NO2","2019-12-23","6:00 - 7:00","0.016","ppm"
"NO2","2019-12-23","7:00 - 8:00","0.018","ppm"
"NO2","2019-12-23","8:00 - 9:00","0.027","ppm"
"NO2","2019-12-23","9:00 - 10:00","0.042","ppm"
"NO2","2019-12-23","10:00 - 11:00","0.045","ppm"
"NO2","2019-12-23","11:00 - 12:00","0.025","ppm"
"NO2","2019-12-23","12:00 - 13:00","0.018","ppm"
"NO2","2019-12-23","14:00 - 15:00","0.019","ppm"
"NO2","2019-12-23","15:00 - 16:00","0.020","ppm"
"NO2","2019-12-23","16:00 - 17:00","0.023","ppm"
"NO2","2019-12-23","17:00 - 18:00","0.029","ppm"
"NO2","2019-12-23","18:00 - 19:00","0.029","ppm"
"NO2","2019-12-23","19:00 - 20:00","0.028","ppm"
"NO2","2019-12-23","20:00 - 21:00","0.031","ppm"
"NO2","2019-12-23","21:00 - 22:00","0.036","ppm"
"NO2","2019-12-24","23:00 - 0:00","0.034","ppm"
"NO2","2019-12-24","0:00 - 1:00","0.024","ppm"
"NO2","2019-12-24","1:00 - 2:00","0.016","ppm"
"NO2","2019-12-24","2:00 - 3:00","0.014","ppm"
"NO2","2019-12-24","3:00 - 4:00","0.012","ppm"
"NO2","2019-12-24","4:00 - 5:00","0.013","ppm"
"NO2","2019-12-24","5:00 - 6:00","0.015","ppm"
"NO2","2019-12-24","6:00 - 7:00","0.022","ppm"
"NO2","2019-12-24","7:00 - 8:00","0.024","ppm"
"NO2","2019-12-24","8:00 - 9:00","0.033","ppm"
"NO2","2019-12-24","9:00 - 10:00","0.038","ppm"
"NO2","2019-12-24","11:00 - 12:00","0.005","ppm"
"NO2","2019-12-24","12:00 - 13:00","0.005","ppm"
"NO2","2019-12-24","13:00 - 14:00","0.005","ppm"
"NO2","2019-12-24","14:00 - 15:00","0.005","ppm"
"NO2","2019-12-24","15:00 - 16:00","0.005","ppm"
"NO2","2019-12-24","16:00 - 17:00","0.005","ppm"
"NO2","2019-12-24","17:00 - 18:00","0.010","ppm"
"NO2","2019-12-24","18:00 - 19:00","0.029","ppm"
"NO2","2019-12-24","19:00 - 20:00","0.029","ppm"
"NO2","2019-12-24","20:00 - 21:00","0.039","ppm"
"NO2","2019-12-24","21:00 - 22:00","0.041","ppm"
"NO2","2019-12-24","22:00 - 23:00","0.037","ppm"
"NO2","2019-12-25","23:00 - 0:00","0.028","ppm"
"NO2","2019-12-25","0:00 - 1:00","0.020","ppm"
"NO2","2019-12-25","1:00 - 2:00","0.013","ppm"
