"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2019-12-11","7:00 - 8:00","29","°A"
"DV","2019-12-11","8:00 - 9:00","36","°A"
"DV","2019-12-11","9:00 - 10:00","22","°A"
"DV","2019-12-11","10:00 - 11:00","8","°A"
"DV","2019-12-11","11:00 - 12:00","28","°A"
"DV","2019-12-11","12:00 - 13:00","35","°A"
"DV","2019-12-11","13:00 - 14:00","40","°A"
"DV","2019-12-11","14:00 - 15:00","12","°A"
"DV","2019-12-11","15:00 - 16:00","32","°A"
"DV","2019-12-11","16:00 - 17:00","39","°A"
"DV","2019-12-11","17:00 - 18:00","32","°A"
"DV","2019-12-11","18:00 - 19:00","11","°A"
"DV","2019-12-11","19:00 - 20:00","28","°A"
"DV","2019-12-11","20:00 - 21:00","34","°A"
"DV","2019-12-11","21:00 - 22:00","15","°A"
"DV","2019-12-11","22:00 - 23:00","25","°A"
"DV","2019-12-12","23:00 - 0:00","14","°A"
"DV","2019-12-12","0:00 - 1:00","40","°A"
"DV","2019-12-12","1:00 - 2:00","41","°A"
"DV","2019-12-12","2:00 - 3:00","39","°A"
"DV","2019-12-12","3:00 - 4:00","37","°A"
"DV","2019-12-12","4:00 - 5:00","32","°A"
"DV","2019-12-12","5:00 - 6:00","350","°A"
"DV","2019-12-12","6:00 - 7:00","33","°A"
"DV","2019-12-12","7:00 - 8:00","42","°A"
"DV","2019-12-12","8:00 - 9:00","39","°A"
"DV","2019-12-12","9:00 - 10:00","41","°A"
"DV","2019-12-12","10:00 - 11:00","28","°A"
"DV","2019-12-12","11:00 - 12:00","35","°A"
"DV","2019-12-12","12:00 - 13:00","27","°A"
"DV","2019-12-12","13:00 - 14:00","328","°A"
"DV","2019-12-12","14:00 - 15:00","360","°A"
"DV","2019-12-12","15:00 - 16:00","347","°A"
"DV","2019-12-12","16:00 - 17:00","340","°A"
"DV","2019-12-12","17:00 - 18:00","320","°A"
"DV","2019-12-12","18:00 - 19:00","321","°A"
"DV","2019-12-12","19:00 - 20:00","352","°A"
"DV","2019-12-12","20:00 - 21:00","1","°A"
"DV","2019-12-12","21:00 - 22:00","343","°A"
"DV","2019-12-12","22:00 - 23:00","337","°A"
"DV","2019-12-13","23:00 - 0:00","40","°A"
"DV","2019-12-13","0:00 - 1:00","336","°A"
"DV","2019-12-13","1:00 - 2:00","344","°A"
"DV","2019-12-13","2:00 - 3:00","41","°A"
"DV","2019-12-13","3:00 - 4:00","24","°A"
"DV","2019-12-13","4:00 - 5:00","25","°A"
"DV","2019-12-13","5:00 - 6:00","30","°A"
"DV","2019-12-13","6:00 - 7:00","38","°A"
"DV","2019-12-13","7:00 - 8:00","28","°A"
"DV","2019-12-13","8:00 - 9:00","39","°A"
"DV","2019-12-13","9:00 - 10:00","40","°A"
"DV","2019-12-13","10:00 - 11:00","40","°A"
"DV","2019-12-13","11:00 - 12:00","40","°A"
"DV","2019-12-13","12:00 - 13:00","23","°A"
"DV","2019-12-13","13:00 - 14:00","36","°A"
"DV","2019-12-13","14:00 - 15:00","36","°A"
"DV","2019-12-13","15:00 - 16:00","3","°A"
"DV","2019-12-13","16:00 - 17:00","336","°A"
"DV","2019-12-13","17:00 - 18:00","341","°A"
"DV","2019-12-13","18:00 - 19:00","328","°A"
"DV","2019-12-13","19:00 - 20:00","325","°A"
"DV","2019-12-13","20:00 - 21:00","14","°A"
"DV","2019-12-13","21:00 - 22:00","348","°A"
"DV","2019-12-13","22:00 - 23:00","3","°A"
"DV","2019-12-14","23:00 - 0:00","336","°A"
"DV","2019-12-14","0:00 - 1:00","357","°A"
"DV","2019-12-14","1:00 - 2:00","40","°A"
"DV","2019-12-14","2:00 - 3:00","26","°A"
"DV","2019-12-14","3:00 - 4:00","20","°A"
"DV","2019-12-14","4:00 - 5:00","38","°A"
"DV","2019-12-14","5:00 - 6:00","30","°A"
"DV","2019-12-14","6:00 - 7:00","25","°A"
