"Parámetro","Fecha","Hora","Valor","Unidad"
"O3","2019-01-07","21:00 - 22:00","0.033","ppm"
"O3","2019-01-07","22:00 - 23:00","0.022","ppm"
"O3","2019-01-08","23:00 - 0:00","0.017","ppm"
"O3","2019-01-08","0:00 - 1:00","0.030","ppm"
"O3","2019-01-08","1:00 - 2:00","0.007","ppm"
"O3","2019-01-08","2:00 - 3:00","0.006","ppm"
"O3","2019-01-08","3:00 - 4:00","0.006","ppm"
"O3","2019-01-08","4:00 - 5:00","0.006","ppm"
"O3","2019-01-08","5:00 - 6:00","0.006","ppm"
"O3","2019-01-08","6:00 - 7:00","0.005","ppm"
"O3","2019-01-08","7:00 - 8:00","0.006","ppm"
"O3","2019-01-08","8:00 - 9:00","0.007","ppm"
"O3","2019-01-08","9:00 - 10:00","0.013","ppm"
"O3","2019-01-08","10:00 - 11:00","0.031","ppm"
"O3","2019-01-08","11:00 - 12:00","0.048","ppm"
"O3","2019-01-08","12:00 - 13:00","0.051","ppm"
"O3","2019-01-08","13:00 - 14:00","0.054","ppm"
"O3","2019-01-08","14:00 - 15:00","0.060","ppm"
"O3","2019-01-08","15:00 - 16:00","0.055","ppm"
"O3","2019-01-08","16:00 - 17:00","0.048","ppm"
"O3","2019-01-08","17:00 - 18:00","0.035","ppm"
"O3","2019-01-08","18:00 - 19:00","0.021","ppm"
"O3","2019-01-08","19:00 - 20:00","0.027","ppm"
"O3","2019-01-08","20:00 - 21:00","0.029","ppm"
"O3","2019-01-08","21:00 - 22:00","0.017","ppm"
"O3","2019-01-08","22:00 - 23:00","0.005","ppm"
"O3","2019-01-09","23:00 - 0:00","0.005","ppm"
"O3","2019-01-09","0:00 - 1:00","0.006","ppm"
"O3","2019-01-09","1:00 - 2:00","0.005","ppm"
"O3","2019-01-09","2:00 - 3:00","0.006","ppm"
"O3","2019-01-09","3:00 - 4:00","0.006","ppm"
"O3","2019-01-09","4:00 - 5:00","0.005","ppm"
"O3","2019-01-09","5:00 - 6:00","0.005","ppm"
"O3","2019-01-09","6:00 - 7:00","0.005","ppm"
"O3","2019-01-09","7:00 - 8:00","0.005","ppm"
"O3","2019-01-09","8:00 - 9:00","0.008","ppm"
"O3","2019-01-09","9:00 - 10:00","0.013","ppm"
"O3","2019-01-09","10:00 - 11:00","0.022","ppm"
"O3","2019-01-09","11:00 - 12:00","0.036","ppm"
"O3","2019-01-09","12:00 - 13:00","0.043","ppm"
"O3","2019-01-09","13:00 - 14:00","0.048","ppm"
"O3","2019-01-09","14:00 - 15:00","0.055","ppm"
"O3","2019-01-09","15:00 - 16:00","0.059","ppm"
"O3","2019-01-09","16:00 - 17:00","0.060","ppm"
"O3","2019-01-09","17:00 - 18:00","0.050","ppm"
"O3","2019-01-09","18:00 - 19:00","0.033","ppm"
"O3","2019-01-09","19:00 - 20:00","0.033","ppm"
"O3","2019-01-09","20:00 - 21:00","0.023","ppm"
"O3","2019-01-09","21:00 - 22:00","0.023","ppm"
"O3","2019-01-09","22:00 - 23:00","0.024","ppm"
"O3","2019-01-10","23:00 - 0:00","0.024","ppm"
"O3","2019-01-10","0:00 - 1:00","0.025","ppm"
"O3","2019-01-10","1:00 - 2:00","0.027","ppm"
